Serial 	FileName 	SBD 	MaDe 	BaiLam
554	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_11.jpg	00012518	0002	DDBBBBACADAC____________________________          
555	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_12.jpg	00012542	0001	DDBCDDCBDDBB____________________________          
556	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_13.jpg	00012551	0002	DDBBBBACADAC____________________________          
557	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_14.jpg	00012601	0001	DDBCADCBDDBB____________________________          
558	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_15.jpg	00012635	0002	DDBBBBACADAC____________________________          
559	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_16.jpg	00012660	0004	BCAABBDBCDBD____________________________          
560	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_17.jpg	00012690	0004	BCAABBDBCDBD____________________________          
561	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_18.jpg	00012031	0003	BADADCDCBBCB____________________________          
562	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_19.jpg	00012063	0001	DDBCACCBDDBB____________________________          
563	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_2.jpg	00012299	0001	DCBBCCCBDCBB____________________________          
564	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_20.jpg	00012092	0002	DDBBBBAAADAC____________________________          
565	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_21.jpg	00012130	0001	DDBCACCBDDBB____________________________          
566	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_22.jpg	00012160	0004	BCAABBDBCDBD____________________________          
567	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_23.jpg	00012185	0003	BADADCDCBBCB____________________________          
568	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_24.jpg	00012217	0001	DDBCACCBDDBB____________________________          
569	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_3.jpg	00012329	0004	BCAABBDBCDBD____________________________          
570	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_4.jpg	00012339	0001	DDBCACCBDDBB____________________________          
571	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_5.jpg	00012381	0002	DDBBBBACADAC____________________________          
572	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_6.jpg	00012408	0001	DBBCACCBDDBB____________________________          
573	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_7.jpg	00012438	0003	AADADCDCBBCB____________________________          
574	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_8.jpg	00012465	0003	BADADCDCBBCB____________________________          
575	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_9.jpg	00012492	0003	BABADCDCABCB____________________________          
576	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024.jpg	00012244	0003	BADADCDCBBCB____________________________          
577	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_1.jpg	00012267	0003	BADADCDCBBCB____________________________          
578	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_10.jpg	00012026	0002	ADABBBACADAC____________________________          
579	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_11.jpg	00012519	0001	DDBCACCBDDBB____________________________          
580	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_12.jpg	00012534	0002	DDBBBBACADAC____________________________          
581	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_13.jpg	00012559	0004	BCAABBDBCDBD____________________________          
582	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_14.jpg	00012596	0002	DDBBBBACADAC____________________________          
583	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_15.jpg	00012630	0001	DDBCACCBDDBB____________________________          
584	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_16.jpg	00012662	0002	DDBBBBCCADAC____________________________          
585	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_17.jpg	00012679	0002	DDABBBACADAC____________________________          
586	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_18.jpg	00012050	0003	BADADCDCBBCB____________________________          
587	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_19.jpg	00012055	0001	DDBCACCBDDBB____________________________          
588	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_2.jpg	00012300	0004	BCBABBDBCDBD____________________________          
589	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_20.jpg	00012085	0003	BADADCDCBBCB____________________________          
590	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_21.jpg	00012131	0004	BCAABBDBCDBD____________________________          
591	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_22.jpg	00012161	0001	DDBCACCBDDBB____________________________          
592	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_23.jpg	00012186	0001	DDBCACCBDDBB____________________________          
593	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_24.jpg	00012218	0004	BCAABBDBCDBD____________________________          
594	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_3.jpg	00012330	0001	DDBCACCBDDBB____________________________          
595	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_4.jpg	00012334	0004	BCAABBDDCDBD____________________________          
596	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_5.jpg	00012382	0001	DDBCACCBDDBB____________________________          
597	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_6.jpg	00012409	0002	DDBBBBACADAC____________________________          
598	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_7.jpg	00012439	0002	DDABBBACADAC____________________________          
599	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_8.jpg	00012466	0002	DDBBBBACADAC____________________________          
600	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\024_9.jpg	00012493	0002	DDBBBBAAADAC____________________________          
601	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025.jpg	00012246	0002	DDBBBBACADAC____________________________          
602	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_1.jpg	00012270	0002	DDBBBBACADAC____________________________          
603	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_10.jpg	00012543	0004	BCAABBDBCDBD____________________________          
604	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_11.jpg	00012552	0004	BCABBBDBCDBD____________________________          
605	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_12.jpg	00012606	0003	BADADCDCBBCB____________________________          
606	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_13.jpg	00012627	0004	BCAABBDBDDBD____________________________          
607	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_14.jpg	00012663	0003	AADADCDCCBCB____________________________          
608	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_15.jpg	00012689	0001	DDBCACCBDDBB____________________________          
609	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_16.jpg	00012049	0004	BCAABBDBCDBD____________________________          
610	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_17.jpg	00012062	0002	DDBBBBACADAC____________________________          
611	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_18.jpg	00012082	0004	BCDABBDBCDBD____________________________          
612	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_19.jpg	00012132	0003	BADADCDDBBCB____________________________          
613	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_2.jpg	00012301	0002	DDABBBDCADAC____________________________          
614	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_20.jpg	00012162	0004	BCAABBDBCDBD____________________________          
615	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_21.jpg	00012187	0002	DDBBBBACAAAC____________________________          
616	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_22.jpg	00012219	0001	DDBCACCBDDDB____________________________          
617	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_3.jpg	00012344	0002	DDBBBBACADAC____________________________          
618	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_4.jpg	00012383	0003	BADADCDCBBCB____________________________          
619	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_5.jpg	00012410	0003	BADADCDCBBCB____________________________          
620	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_6.jpg	00012440	0004	BCAAABDBCDBD____________________________          
621	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_7.jpg	00012467	0001	DDBCACCBDDBB____________________________          
622	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_8.jpg	00002494	0004	BCAABBDBCDBD____________________________          
623	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\025_9.jpg	00012520	0004	BCAABBDBCDBD____________________________          
624	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026.jpg	00012247	0003	BADADCDCBBCB____________________________          
625	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_1.jpg	00012268	0003	BADADCDCBBCB____________________________          
626	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_10.jpg	00012544	0003	AADADCDCBBCB____________________________          
627	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_11.jpg	00012553	0001	DDBCACCBDDBB____________________________          
628	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_12.jpg	00012602	0004	BCAABBDBCDBD____________________________          
629	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_13.jpg	00012636	*003	BADADCDCBBCB____________________________          
630	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_14.jpg	00012665	0002	DDABBAACADAC____________________________          
631	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_15.jpg	00012039	0001	DDBCACCBDDBB____________________________          
632	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_16.jpg	00012065	0003	BADADCDCBBCB____________________________          
633	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_17.jpg	00012188	0004	BCAABBDBCDBD____________________________          
634	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_2.jpg	00012302	0004	BCAABBDBCDBD____________________________          
635	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_3.jpg	00012343	0004	BCAABBDBCDBD____________________________          
636	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_4.jpg	00012384	0004	CCAABBDBCDBD____________________________          
637	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_5.jpg	00012411	0004	BCAABBDBCDBD____________________________          
638	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_6.jpg	00012441	0002	DDBBBBACADAC____________________________          
639	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_7.jpg	00012468	0004	BCAABBDBCDBD____________________________          
640	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_8.jpg	00012495	0003	BADADCDCBBCB____________________________          
641	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\026_9.jpg	00012521	0003	BADADCDCBBCB____________________________          
642	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\027.jpg	00012560	0002	DDBBBBACADAC____________________________          
643	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\027_1.jpg	00012597	0001	DDBCADCBDDBB____________________________          
644	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\027_2.jpg	00012629	0004	BCAABBDBCDBD____________________________          
645	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\027_3.jpg	00012666	0001	DDBCACCBDDBB____________________________          
646	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-001.jpg	00012002	0001	ADBBBAACADBDĐSĐSĐĐSSĐĐĐSĐSSĐ________________200,  
647	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-002.jpg	00012011	0002	DB___B___C_DĐSĐSSĐĐSSSĐĐĐĐSĐ________________________
648	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-003.jpg	00012020	0003	CBADBDBCABDASSĐĐĐSSSĐSSĐĐSĐS2,342453100166        
649	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-004.jpg	00012027	0004	BDBCCDCCADACSSĐSĐĐSSĐĐĐSĐSSĐ8069111________0,32   
650	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-005.jpg	00012037	0005	CCCBBCBCAACAĐĐSSSĐĐĐĐĐSĐĐSĐS3,6219000,6791045     
651	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-006.jpg	00012051	0006	CBCDAADDDBBBĐSĐSĐSĐSĐSSSĐSĐS1010077653________    
652	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-007.jpg	00012083	0007	ADCACBCDBDCAĐĐSSSĐSĐSĐĐSĐSSĐ22615323600____0,99____
653	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-008.jpg	00012090	0008	DCBACCADBCAASSĐĐĐSĐSĐSĐSĐSĐĐ15812670,398090       
654	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-009.jpg	00012106	0003	CBADBDCCDCCASSĐĐĐĐĐSĐSSĐĐSSS0,543365120____17,2   
655	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-010.jpg	00012118	0004	BDACCDCCACACSSĐSĐĐSSĐĐSĐĐSSĐ78199000,67400,78     
656	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-011.jpg	00012121	0005	CBBCBDBCAACBĐSSSSĐĐSSĐSĐSSĐS________________________
657	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-012.jpg	00012137	0006	BBADCADDDCBAĐSĐĐSSSĐĐSĐSĐĐĐS9363636360,36         
658	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-013.jpg	00012142	0007	AACADCCDBACASĐSSĐSĐĐSSSĐĐSĐĐ664,190,982,43        
659	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-014.jpg	00012154	0001	ADBBB_AAACBDSSSĐSSSSĐĐSSĐSSĐ________________9____ 
660	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-015.jpg	00012164	0002	DBCDABACDCDDSSSĐSSĐĐSĐĐSSĐĐS1,674____________1,67 
661	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-016.jpg	00012166	0003	BBCDBDCCBCDAĐSĐĐĐĐSSSSSĐĐSĐĐ____________________9 
662	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-017.jpg	00012178	0004	BDDCDDCCADACSSĐSĐĐSSĐĐĐSĐSSĐ78191220,340,360,36   
663	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-018.jpg	00012192	0005	CBBABCBCAACBĐSSSSĐĐĐĐSSĐĐSĐS________________9____ 
664	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-019.jpg	00012196	0006	CBCDCADDDCBAĐSSĐSSĐSĐĐSSSĐĐS67369151,080,25       
665	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-020.jpg	00012199	0007	AACADDCDAACASĐSSĐSĐĐSSSĐĐSSĐ327____21490,81____   
666	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-021.jpg	00012230	0003	CBAABBCCCCBASSĐĐĐSĐSĐSSĐĐSĐS0,442____________8    
667	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-022.jpg	00012231	0004	BDACCDCCAAACSSĐĐĐSSSĐĐSSSSSĐ1200971650,168480,67  
668	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-023.jpg	00012239	0005	CB_BBDBCADABĐĐSSSSĐSSSĐĐSSĐS________83,3____________
669	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-024.jpg	00012261	0006	ABCDCADDDCBAĐSĐSSSĐĐĐSSSSĐĐĐ9100781____________   
670	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-025.jpg	00012263	0007	AABADCCDCACASĐĐSSĐĐSSĐSĐĐSSĐ2681890,761,22        
671	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-026.jpg	00012268	0008	DCBACCADBCAASSĐĐĐSĐSSSĐSĐSĐĐ185291984____________ 
672	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-027.jpg	00012294	0001	ADBBBAAAACBASSĐĐĐĐSSSĐSSĐSSĐ________________________
673	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-028.jpg	00012314	0002	DBCDABAADCDDSSSĐSĐĐĐSSĐĐSĐĐS15________0,84____0,40
674	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-029.jpg	00012315	0002	DBAACBABDADDSSSĐSĐĐĐSĐĐĐSĐSS9____________125____  
675	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-030.jpg	00012317	0004	BDDCCDCCADACSSĐĐĐĐSSSĐĐSSSSĐ77991250,33530,85     
676	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-031.jpg	00012324	0005	CBBBBDBCAAABĐSSĐSĐSĐĐĐSĐĐSSĐ0,6779000,29128       
677	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-032.jpg	00012364	0006	CBCCAA_DCCBBĐSĐSĐSSSĐSSĐĐSSĐ97804,5____________   
678	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-033.jpg	00012367	0006	DBCDCADDDCBAĐSĐSSSĐSĐĐSSĐĐĐĐ____________________0,85
679	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-034.jpg	00012415	0007	AACABCDDBADASĐĐSĐSSSSSSĐĐĐSĐ64________90,55____   
680	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-035.jpg	00012430	0008	DCBACCBDBCAASSĐĐĐSSSSSĐSĐSĐĐ________1920,19________
681	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-036.jpg	00012438	0001	ACBBBAAAAABASSSĐĐĐSĐĐĐSSĐSSĐ0,3353781____90,55    
682	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-037.jpg	00012464	0008	DCBCCCBABCAAĐSSĐĐĐSĐSSĐSSĐSĐ16,392503,057750,93   
683	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-038.jpg	00012467	0002	DACDABBABCDDSSSSSSSĐSĐĐĐSSĐS187752080,67800____   
684	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-039.jpg	00012479	0003	CBADBDCCACCDĐSĐĐĐĐĐĐSĐSĐSSĐĐ0,55775________0,636  
685	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-040.jpg	00012485	0005	CBBBBDBCAAABĐĐSSSSĐĐĐĐSĐSSĐS0,33531000,859775     
686	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-041.jpg	00012486	0001	ADBBBAAAACB_SSSĐĐĐĐĐSĐSSĐSSS0,32208775800180,36   
687	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-042.jpg	00012499	0004	ADCCCDCCACACSSĐSĐĐĐSĐĐSSĐSSĐ77591000,33530,85     
688	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-043.jpg	00012517	0003	CAADBDCCDCDASSĐĐĐĐSĐSSSĐĐSSS____________125____9  
689	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-044.jpg	00012518	0003	CBADBDCCDCDASSĐĐĐĐSĐSSSĐĐSĐS________8____0,46     
690	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-045.jpg	00012519	0004	BDCCCDCCADACSSĐSĐĐSSĐĐSSSSSĐ____923,2____________ 
691	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-046.jpg	00012522	0005	CCBBBDBDABACĐSSSSSĐĐSĐĐĐĐSĐS________________15____
692	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-047.jpg	00012529	0007	AACADBCDBACDĐĐSSSSĐSSSSĐĐSSĐ221382590,215,99      
693	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-048.jpg	00012535	0008	DDBACCADBCAASĐSĐĐSĐSSSĐSĐĐĐĐ36,510800368010366,36 
694	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-049.jpg	00012564	0001	ADBBBAAAACBASĐSĐSĐSSĐĐSSĐSSĐ0,3317812800___90,76  
695	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-050.jpg	00012573	0002	DBCDABDAACDDSSSĐSĐĐĐĐSĐSSĐĐS125036____250,80      
696	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-051.jpg	00012586	0003	CDADBDCCACAAĐSĐĐĐĐĐSĐĐSĐĐSĐS0,33636____825____9   
697	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-052.jpg	00012605	0006	ABCDAADDDCBAĐĐSSĐSĐSĐSSĐĐĐSĐ92567181,040,68       
698	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-053.jpg	00012630	0005	CBDBBDBCAAABĐSSSSSĐĐĐSĐĐSSĐS0,5____________104    
699	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-054.jpg	00012631	0007	AACADBCDBCCAĐĐSSĐĐĐSSĐSĐĐSSĐ1478112590,890,66     
700	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-055.jpg	00012634	0008	ACBBADADBCAASSĐĐĐSĐSSSĐĐSSĐĐ____17____0,33________
701	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-056.jpg	00012649	0002	DBCDABAADCDDSSSĐĐSĐĐSĐĐĐSĐĐS11____346,346,3____   
702	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-057.jpg	00012655	0007	AACACCCDBACAĐĐSSĐSĐSSSSĐĐĐSS22____90,98____       
703	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-058.jpg	00012006	0001	ADBBCAA_DCBCSSSĐSSĐĐĐĐSSĐSĐĐ________________736   
704	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-059.jpg	00012007	0002	DBCDABABDCDDSSSĐSSĐĐSĐĐSSĐSS1536450,76170,67      
705	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-060.jpg	00012023	0004	BDCCCDCCADACĐSĐSĐSĐSSĐĐSĐSSĐ____30____3,61________
706	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-061.jpg	00012030	0008	DCBBBCADBCAAĐSĐĐĐSSĐSSSSĐSSĐ292220,98             
707	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-062.jpg	00012031	0003	CBADBDCCCCDASSĐĐĐĐSĐSSSĐĐSĐS0,761117260,3317      
708	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-063.jpg	00012039	0006	BBDDBBDDDCBASSĐSĐSĐSĐSSSĐSĐĐ9____________________ 
709	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-064.jpg	00012052	0001	ADBBBAAAABBASSSĐSĐSĐĐĐSSĐSĐĐ0,3685380,05          
710	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-065.jpg	00012019	0004	BDACCDCCBBACSSĐĐĐSĐSSĐĐSSSSĐ____6675____________  
711	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-066.jpg	00012026	0002	DBCDABACBCDDSSSĐSSĐĐĐSĐSSSĐS9182920,866401,7      
712	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-067.jpg	00012053	0005	CCCCBCBCAAAAĐĐSSSSĐĐĐSSĐĐSĐS________________9____ 
713	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-068.jpg	00012013	0007	AACADCCDBACASĐĐSĐĐĐSSSSĐĐSSĐ______________9____0,4
714	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-069.jpg	00012022	0003	ABADBDCCACDASSĐĐĐSSĐĐSSĐĐSĐS2,117813631,619       
715	D:\1. KIEM TRA CTP\2. 2025-2026\7. KS lan 2\TOAN\P22-070.jpg	00012071	0001	ADDDBAABACBASSSĐĐĐĐSSĐSSĐSSS0,61____________9____ 
