Serial 	FileName 	SBD 	MaDe 	BaiLam
184	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_16.jpg	00012647	0004	BCAABBDBCDBD____________________________          
185	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_17.jpg	00012668	0004	BCAABBDBCDBD____________________________          
186	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_18.jpg	00012042	0003	BDBAACDCBBCB____________________________          
187	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_19.jpg	00012077	0003	BADADCDDBBCB____________________________          
188	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_2.jpg	00012284	0001	DDBCACCBDDBB____________________________          
189	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_20.jpg	00012098	0004	BCAABBDBCDBD____________________________          
190	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_21.jpg	00012114	0004	CCAABBDBCDBD____________________________          
191	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_22.jpg	00012142	0003	BABADCDCBBCB____________________________          
192	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_23.jpg	00012170	0001	DDBCCCCBDDBD____________________________          
193	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_24.jpg	00012197	0001	DDBCACCBDDBB____________________________          
194	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_3.jpg	00012311	0001	DDBCACCBDDBB____________________________          
195	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_4.jpg	00012342	0002	DDBBBBACADAC____________________________          
196	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_5.jpg	00012366	0001	DDBCACCBDDBB____________________________          
197	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_6.jpg	00012392	0002	DDBBBBACADAC____________________________          
198	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_7.jpg	00012420	0002	DDBBBBACADAC____________________________          
199	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_8.jpg	00012449	0002	DDBBBBACADAC____________________________          
200	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\008_9.jpg	00012477	0004	BCAABBDBCDBD____________________________          
201	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009.jpg	00012229	0002	DDBBBBACAAAC____________________________          
202	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_1.jpg	00012262	0002	DDBBBBACADAC____________________________          
203	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_10.jpg	00012010	0003	BADADCDCBBCB____________________________          
204	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_11.jpg	00012503	0001	DDBCACCBDDBB____________________________          
205	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_12.jpg	00012531	0001	DDBCACCBDDBB____________________________          
206	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_13.jpg	00012568	0004	BCAABBDBDDBD____________________________          
207	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_14.jpg	00012590	0003	BADADCDCBBCB____________________________          
208	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_15.jpg	00012632	0004	BCAABBDDDDBD____________________________          
209	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_16.jpg	00012646	0001	DDBCACCBDDBB____________________________          
210	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_17.jpg	00012667	0001	DDBCACCBDDBB____________________________          
211	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_18.jpg	00012028	0004	BCAABBDBCDBD____________________________          
212	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_19.jpg	00012057	0003	BADADCDCBBCB____________________________          
213	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_2.jpg	00012285	0002	DDBBBBACADAC____________________________          
214	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_20.jpg	00012105	0003	BADADCDCBBCB____________________________          
215	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_21.jpg	00012115	0003	BADADCDCBBCB____________________________          
216	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_22.jpg	00014143	0002	DDBBBBACADAC____________________________          
217	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_23.jpg	00012171	0003	BADADCDCCBCB____________________________          
218	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_24.jpg	00012198	0004	BCAABBDBCDBD____________________________          
219	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_3.jpg	00012313	0001	DDBCACCBDDBB____________________________          
220	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_4.jpg	00012346	0003	AADADCDCBBCB____________________________          
221	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_5.jpg	00012367	0002	DDBBBBACADAC____________________________          
222	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_6.jpg	00012393	0003	BADADCDCBBCB____________________________          
223	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_7.jpg	00012421	0003	AAAADCCCBBCB____________________________          
224	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_8.jpg	00012450	0001	DDBCACCBDDBB____________________________          
225	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\009_9.jpg	00012478	0001	DDBCACCBDDBB____________________________          
226	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010.jpg	00012230	0003	BADADCDCBBCB____________________________          
227	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_1.jpg	00012263	0001	DDBCACCBDDBB____________________________          
228	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_10.jpg	00012011	0004	BCAABBDBCDBD____________________________          
229	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_11.jpg	00012504	0004	BCAABCDBCDBD____________________________          
230	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_12.jpg	00012528	0004	BCAABBDBCDBD____________________________          
231	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_13.jpg	00012573	0001	DDBCACCBDDBB____________________________          
232	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_14.jpg	00012586	0003	BADADCDCBBCB____________________________          
233	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_15.jpg	00012625	0002	DDBBBBACADAC____________________________          
234	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_16.jpg	00012647	0002	DDBBBBACADAC____________________________          
235	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_17.jpg	00012674	0002	DDBBBBACADAC____________________________          
236	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_18.jpg	00012033	0003	BADADCDCBBCB____________________________          
237	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_19.jpg	00012060	0004	BCAAABDBCDBC____________________________          
238	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_2.jpg	00012286	0003	BADADCDCBBCB____________________________          
239	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_20.jpg	00012095	0001	DDBCACCBDDBB____________________________          
240	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_21.jpg	00012116	0002	DDBBBBACADAC____________________________          
241	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_22.jpg	00012145	0001	DDBCACCBDDBB____________________________          
242	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_23.jpg	00012172	0002	DDBBBBACADAC____________________________          
243	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_24.jpg	00012199	0001	DDBCACCBDDBB____________________________          
244	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_3.jpg	00012314	0004	BCAABBDBCDBD____________________________          
245	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_4.jpg	00012337	0002	DDBBBBACADAC____________________________          
246	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_5.jpg	00012368	0003	BADADCDCBBCB____________________________          
247	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_6.jpg	00012394	0004	BCABBBDBCDBD____________________________          
248	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_7.jpg	00012422	0002	DDBBBBACADAC____________________________          
249	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_8.jpg	00012451	0004	BCAABBDBCDBD____________________________          
250	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\010_9.jpg	00012479	0002	DDBBBBACADAC____________________________          
251	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011.jpg	00012231	0002	DDABBBACADAC____________________________          
252	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_1.jpg	00012256	0002	DDBBBBACADAC____________________________          
253	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_10.jpg	00012012	0003	BADADCDABBCB____________________________          
254	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_11.jpg	00012506	0003	BADADCDCBBCB____________________________          
255	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_12.jpg	00012532	0004	BCAABBDBDCBD____________________________          
256	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_13.jpg	00012567	0002	DDBBBBACADAC____________________________          
257	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_14.jpg	00012577	0004	BCDBBBDBDDBD____________________________          
258	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_15.jpg	00012623	0003	AADADCDCBBCB____________________________          
259	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_16.jpg	00012648	0001	DDBCACCBDDBB____________________________          
260	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_17.jpg	00012675	0003	BADADCDCBBCB____________________________          
261	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_18.jpg	00012036	0002	DDBBBBACADAC____________________________          
262	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_19.jpg	00012067	0001	DDBCACCBDDBB____________________________          
263	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_2.jpg	00012287	0004	BCAABBDBCDBD____________________________          
264	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_20.jpg	00012106	0002	BDBBBBACADAC____________________________          
265	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_21.jpg	00012117	0001	DDBCACCBDDBB____________________________          
266	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_22.jpg	00012146	0002	DDBBBBACADAC____________________________          
267	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_23.jpg	00012173	0001	DDBCACCBDDBB____________________________          
268	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_24.jpg	00012200	0004	BCAABBDBCDBD____________________________          
269	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_3.jpg	00012315	0003	BADADCDCBBCB____________________________          
270	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_4.jpg	00012336	0001	DDBCACCBDDBB____________________________          
271	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_5.jpg	00012369	0002	DDBBBBACADAC____________________________          
272	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_6.jpg	00012395	0001	DDBCACCBDDBB____________________________          
273	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_7.jpg	00012423	0001	DDBCACCBDDBB____________________________          
274	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_8.jpg	00012452	0003	BADADCDCBBBB____________________________          
275	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\011_9.jpg	00012480	0001	DDBCACCBDDBB____________________________          
276	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012.jpg	00012232	0003	BADADCDCBBCB____________________________          
277	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_1.jpg	00012252	0003	BADADCDCBBCB____________________________          
278	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_10.jpg	00012013	0002	DDBBBBACADAC____________________________          
279	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_11.jpg	00012507	0002	DDBBBBCCADAC____________________________          
280	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_12.jpg	00012529	0001	DDBCACCBDDBB____________________________          
281	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_13.jpg	00012575	0003	BADADCDCBBCB____________________________          
282	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_14.jpg	00012608	0002	DDBBBBACADAC____________________________          
283	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_15.jpg	00012612	0001	DDBCACCBDDBB____________________________          
284	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_16.jpg	00012649	0004	BCAABBDBCDBD____________________________          
285	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_17.jpg	00012694	0003	BADADCDCBBCB____________________________          
286	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_18.jpg	00012052	0003	BADADCDCBBCB____________________________          
287	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_19.jpg	00012056	0004	BCAABCDBCDBD____________________________          
288	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_2.jpg	00012288	0001	DDBCACCBDDBB____________________________          
289	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_20.jpg	00012099	0001	DDBCACCBDDBB____________________________          
290	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_21.jpg	00012118	0004	BCAABBDBCDBD____________________________          
291	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_22.jpg	00012147	0001	DDBCACCBDDBB____________________________          
292	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_23.jpg	00012174	0002	DDBBBBACADAC____________________________          
293	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_24.jpg	00012203	0002	DDBBBBACADAC____________________________          
294	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_3.jpg	00012316	0002	DDBBBBABADAC____________________________          
295	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_4.jpg	00012355	0001	DDBCADCBDDBB____________________________          
296	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_5.jpg	00012370	0001	DDBCACCBDDBB____________________________          
297	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_6.jpg	00012396	0002	DDBBBBACADAC____________________________          
298	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_7.jpg	00012424	0003	BADADCDCBBCB____________________________          
299	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_8.jpg	00012453	0002	DDBBBBACAAAC____________________________          
300	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\012_9.jpg	00012481	0002	DDBBBBACADAC____________________________          
301	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013.jpg	00012233	0004	BCAABBDBCDBD____________________________          
302	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_1.jpg	00012255	0001	DDBCACCBDDBB____________________________          
303	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_10.jpg	00012014	0001	DDBCACCBDDBB____________________________          
304	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_11.jpg	00012508	0001	DDBCACCBDDDB____________________________          
305	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_12.jpg	00012538	0001	DDBCACCBDDBB____________________________          
306	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_13.jpg	00012564	0001	DDBCACCBDDBB____________________________          
307	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_14.jpg	00012603	0003	BADADCDCBBCB____________________________          
308	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_15.jpg	00012615	0004	BCAABCDBDDBD____________________________          
309	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_16.jpg	00012650	0003	BADADCDCBBCB____________________________          
310	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_17.jpg	00012683	0004	BCAABBDBCDBD____________________________          
311	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_18.jpg	00012047	0004	BCAABBDBCDBD____________________________          
312	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_19.jpg	00012061	0003	BADADCDCBBCB____________________________          
313	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_2.jpg	00012289	0002	DDBBBBACADAC____________________________          
314	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_20.jpg	00012097	0004	BCAADBDBCDBD____________________________          
315	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_21.jpg	00012119	0004	BCAABBDBCDBD____________________________          
316	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_22.jpg	00012148	0004	BCAABBDACDBD____________________________          
317	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_23.jpg	00012175	0004	BCAABBDBCDBD____________________________          
318	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_24.jpg	00012204	0003	BADADCDCBBCB____________________________          
319	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_3.jpg	00012317	0001	DDBCACBBDDBB____________________________          
320	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_4.jpg	00012347	0004	BCAABBDBCDBD____________________________          
321	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_5.jpg	00012371	0004	BCAABCDBCDBD____________________________          
322	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_6.jpg	00012397	0003	BACADCDCBBCB____________________________          
323	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_7.jpg	00012425	0001	DDBCACCBDDDB____________________________          
324	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_8.jpg	00012455	0001	DDBCACCBDDBB____________________________          
325	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\013_9.jpg	00012482	0003	BADADCDCBBCB____________________________          
326	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014.jpg	00012234	0001	DDBCACCBDDBB____________________________          
327	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_1.jpg	00012254	0004	BCAABBDBCDBD____________________________          
328	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_10.jpg	00012015	0003	BADADCDCBBCB____________________________          
329	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_11.jpg	00012509	0002	DDBBBBACADAC____________________________          
330	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_12.jpg	00012548	0002	DDBBBBACADAC____________________________          
331	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_13.jpg	00012566	0001	DDBCACCBDDBB____________________________          
332	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_14.jpg	00012598	0004	BCAABBDBCDBD____________________________          
333	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_15.jpg	00012634	0001	DDBCACCBDDBB____________________________          
334	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_16.jpg	00012651	0002	DDBBBBACADAC____________________________          
335	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_17.jpg	00012693	0002	DDBBBBACADAC____________________________          
336	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_18.jpg	00012041	0001	DDBCACCBDDBB____________________________          
337	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_19.jpg	00012066	0002	DDBBBBACADAC____________________________          
338	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_2.jpg	00012290	0003	BADADCDCBBCB____________________________          
339	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_20.jpg	00012080	0001	DDBCACCBDDBB____________________________          
340	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_21.jpg	00012120	0002	DDBBBBACDDAC____________________________          
341	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_22.jpg	00012149	0002	DDBBBBACADAC____________________________          
342	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_23.jpg	00012176	0002	ADBBBDACADDB____________________________          
343	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_24.jpg	00012206	0002	DDBBBBACADAC____________________________          
344	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_3.jpg	00012312	0004	BCAABBDBCDAD____________________________          
345	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_4.jpg	00012335	0002	DDBBBBACADAC____________________________          
346	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_5.jpg	00012372	0003	BADADCDCBBCB____________________________          
347	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_6.jpg	00012398	0004	BCAABBDBCDBD____________________________          
348	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_7.jpg	00012426	0004	BCAABCDBDDBD____________________________          
349	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_8.jpg	00012456	0004	BCAABBDBCDBD____________________________          
350	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\014_9.jpg	00012483	0004	BCAABBDBDDBD____________________________          
351	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015.jpg	00012235	0004	BCAABBDBCDBD____________________________          
352	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_1.jpg	00012264	0002	DDBBBBACADAC____________________________          
353	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_10.jpg	00012016	0004	BCAABBDBCDBD____________________________          
354	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_11.jpg	00012510	0003	AADADCDCBBCB____________________________          
355	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_12.jpg	00012539	0003	BADADCDCABAB____________________________          
356	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_13.jpg	00012576	0003	BADADCDCBBCB____________________________          
357	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_14.jpg	00012599	0003	BADADCDCBBCB____________________________          
358	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_15.jpg	00012631	0002	DDBBBBACADAC____________________________          
359	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_16.jpg	00012652	0001	DDBCACCBDDBB____________________________          
360	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_17.jpg	00012685	0001	DDBBCCCBDDBB____________________________          
361	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_18.jpg	00012029	0002	DDBBBBACADAC____________________________          
362	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_19.jpg	00012071	0001	DDBCACCBDDBB____________________________          
363	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_2.jpg	00012291	0004	BCAABBDBCDBD____________________________          
364	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_20.jpg	00012088	0002	DDBBBBACADAC____________________________          
365	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_21.jpg	00012122	0003	BADADCDCBBCB____________________________          
366	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_22.jpg	00012151	0003	BACADCDCCBCB____________________________          
367	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_23.jpg	00012177	0004	BCAABBDBCDBD____________________________          
368	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_24.jpg	00012207	0003	BADADCDCBBCB____________________________          
